Statistical profiling result from isolate-0x4d3c790-366793-v8.log, (51837 ticks, 2489 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      6    0.0%    0.1%  RegExp: (?:^(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]\d|\d)(?:\.(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]\d|\d)){3}$)|(?:^(?:(?:[a-fA-F\d]{1,4}:){7}(?:[a-fA-F\d]{1,4}|:)|(?:[a-fA-F\d]{1,4}:){6}(?:(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]\d|\d)(?:\.(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]\d|\d)){3}|:[a-fA-F\d]{1,4}|:)|(?:[a-fA-F\d]{1,4}:){5}(?::(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]\d|\d)(?:\.(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]\d|\d)){3}|(?::[a-fA-F\d]{1,4}){1,2}|:)|(?:[a-fA-F\d]{1,4}:){4}(?:(?::[a-fA-F\d]{1,4}){0,1}:(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]\d|\d)(?:\.(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]\d|\d)){3}|(?::[a-fA-F\d]{1,4}){1,3}|:)|(?:[a-fA-F\d]{1,4}:){3}(?:(?::[a-fA-F\d]{1,4}){0,2}:(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]\d|\d)(?:\.(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]\d|\d)){3}|(?::[a-fA-F\d]{1,4}){1,4}|:)|(?:[a-fA-F\d]{1,4}:){2}(?:(?::[a-fA-F\d]{1,4}){0,3}:(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]\d|\d)(?:\.(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]\d|\d)){3}|(?::[a-fA-F\d]{1,4}){1,5}|:)|(?:[a-fA-F\d]{1,4}:){1}(?:(?::[a-fA-F\d]{1,4}){0,4}:(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]\d|\d)(?:\.(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]\d|\d)){3}|(?::[a-fA-F\d]{1,4}){1,6}|:)|(?::(?:(?::[a-fA-F\d]{1,4}){0,5}:(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]\d|\d)(?:\.(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]\d|\d)){3}|(?::[a-fA-F\d]{1,4}){1,7}|:)))(?:%[0-9a-zA-Z]{1,})?$)
      6    0.0%    0.1%  LazyCompile: *writeLP /home/amanda/Desktop/ipfs-kad-dht-evaluation/node_modules/it-pb-rpc/src/index.js:55:14
      6    0.0%    0.1%  LazyCompile: *tuplesToStringTuples /home/amanda/Desktop/ipfs-kad-dht-evaluation/node_modules/multiaddr/src/codec.js:104:31
      6    0.0%    0.1%  LazyCompile: *toString node:buffer:783:46
      6    0.0%    0.1%  LazyCompile: *shallowSlice /home/amanda/Desktop/ipfs-kad-dht-evaluation/node_modules/bl/BufferList.js:157:59
      6    0.0%    0.1%  LazyCompile: *redIAdd /home/amanda/Desktop/ipfs-kad-dht-evaluation/node_modules/bcrypto/lib/native/bn.js:1174:10
      6    0.0%    0.1%  LazyCompile: *rawPipe /home/amanda/Desktop/ipfs-kad-dht-evaluation/node_modules/it-pipe/index.js:1:17
      6    0.0%    0.1%  LazyCompile: *processPromiseRejections node:internal/process/promises:202:34
      6    0.0%    0.1%  LazyCompile: *parse /home/amanda/Desktop/ipfs-kad-dht-evaluation/node_modules/pem-jwk/index.js:180:15
      6    0.0%    0.1%  LazyCompile: *onStreamRead node:internal/stream_base_commons:167:22
      6    0.0%    0.1%  LazyCompile: *next node:internal/streams/readable:1082:16
      6    0.0%    0.1%  LazyCompile: *join /home/amanda/Desktop/ipfs-kad-dht-evaluation/node_modules/asn1.js/lib/asn1/base/buffer.js:128:45
      6    0.0%    0.1%  LazyCompile: *exports.createFromPubKey /home/amanda/Desktop/ipfs-kad-dht-evaluation/node_modules/peer-id/src/index.js:261:28
      6    0.0%    0.1%  LazyCompile: *encode /home/amanda/Desktop/ipfs-kad-dht-evaluation/node_modules/protons/src/compile/encode.js:38:26
      6    0.0%    0.1%  LazyCompile: *encode /home/amanda/Desktop/ipfs-kad-dht-evaluation/node_modules/multibase/src/rfc4648.js:64:16
      6    0.0%    0.1%  LazyCompile: *encode /home/amanda/Desktop/ipfs-kad-dht-evaluation/node_modules/asn1.js/lib/asn1/base/node.js:500:46
      6    0.0%    0.1%  LazyCompile: *decoder /home/amanda/Desktop/ipfs-kad-dht-evaluation/node_modules/it-pb-rpc/node_modules/it-length-prefixed/src/decode.js:108:36
      6    0.0%    0.1%  LazyCompile: *copy node:buffer:775:16
      6    0.0%    0.1%  LazyCompile: *asn1.derToOid /home/amanda/Desktop/ipfs-kad-dht-evaluation/node_modules/node-forge/lib/asn1.js:788:25
      6    0.0%    0.1%  LazyCompile: *asn1.create /home/amanda/Desktop/ipfs-kad-dht-evaluation/node_modules/node-forge/lib/asn1.js:194:23
